64 4.2323167 0.728 0.01 48
-1.67135913408821 -1.658383007004696 -1.583423158239199 0.07826237043428047 -0.1796739360957512 -0.1831215682346932
-1.67467058964805 -1.549405711989403 -0.5531160678784555 -0.08516527344974593 0.0501402390432733 -0.02544712450801077
-1.587535791950815 -1.695069900933704 0.4828112699670861 -0.06816690327541249 -0.278752724286505 0.08857505383164979
-1.645997665432108 -1.434615542767168 1.560796739627625 -0.03188295894080882 0.07550011708150074 -0.03487427221582089
-1.568257678109162 -0.5448231601929013 -1.589418643507996 0.002735857418053362 0.08599169208404971 -0.02749490358529116
-1.446985639208384 -0.5501313080623674 -0.5658989242017073 0.1642247229180453 0.1347413073746666 -0.1438814886506715
-1.538599956126497 -0.5908455986907494 0.5780230194191329 -0.116954807578266 -0.0658274977021101 0.1349019420748255
-1.56312785182238 -0.4405695428230619 1.562777640751125 0.054539736199395 0.1625747795641911 0.08224339670535542
-1.762175696645389 0.4739528800439086 -1.753711519913468 -0.2527234158989249 -0.03503936137575848 -0.1510749818385269
-1.558380693160203 0.5256516493104992 -0.6459080430182441 0.04433582969519213 0.04210566695982072 -0.2799979861401873
-1.66156798394469 0.3972993288947599 0.4054175786215339 -0.04238805728758672 -0.08891405318490887 -0.1824183628023103
-1.580412950299223 0.6421634530872639 1.423453927914614 0.03093667691843429 0.3092100585088502 -0.120974729805884
-1.507591136191182 1.576948521460227 -1.498010580255263 -0.008742131672241242 -0.1250662272563337 0.1222212901659258
-1.547588232744427 1.647175540169868 -0.3906670868978039 0.06195002391139034 -0.07553772093554607 0.07788678078805694
-1.533515846468025 1.481967426081373 0.6273277966856484 0.198899655905205 -0.1838887397350092 0.1229763828970932
-1.500220019245425 1.728051639314773 1.651776188220575 0.04602116658088609 0.1243191706467591 0.1685356924977974
-0.4652914406983303 -1.483109933984515 -1.628186177729711 -0.1167669344148158 0.1407682331829357 -0.07035020337171397
-0.5592206459296208 -1.575139437457031 -0.5932188913718855 -0.1342861438097663 -0.126074365845871 -0.2014785868512122
-0.5208600855238633 -1.56483821217808 0.5352755691151276 -0.08692017917193653 0.07524561597524865 0.04873005456312485
-0.62772661653627 -1.500586103496128 1.530830647927821 -0.05869107314249934 0.08481295355615844 -0.02481073321916345
-0.5025859340483729 -0.4463102215342886 -1.575238323949852 0.1500614787240702 0.1933096541553437 -0.0797119198612312
-0.4288479301259239 -0.5096016427212451 -0.5243719873329654 0.2069961776570314 0.002613872960954492 -0.07853064816916225
-0.5214683116940373 -0.4494283623022098 0.4552377656141882 -0.006496662075138303 -0.09637134004982754 -0.08513370838509801
-0.4937878255564908 -0.4433653117353894 1.537889219310745 0.1252760612172199 0.1939112740687998 0.06879210273431816
-0.7021776313090441 0.6395052237514547 -1.567481560360148 -0.1807285602779325 0.1417272673552763 -0.07581448156005369
-0.5762788484698852 0.4799834683082123 -0.448562212461324 -0.05369694365722742 0.02541222987806447 0.1510343411762545
-0.5421091027348103 0.52850151153933 0.5339664628899395 -0.0416185370569111 0.06394527196894424 0.02394942709876106
-0.5056236786784756 0.6584895373776167 1.636057275249032 0.01812348615852111 0.1176508003735669 0.1452065668485813
-0.4932172369627471 1.707972515694594 -1.487786367174297 0.09971517187391549 0.05748393452601526 0.1864743799121063
-0.5662791254174104 1.538365159912078 -0.4521681259213646 0.03925034019204132 8.541112104326967e-05 0.1391700655132267
-0.4698352378795143 1.642147398681895 0.6574512082191762 -0.02742351039498513 0.1972218578555102 0.1069387507096326
-0.4477170754739819 1.734006872156087 1.702996389673502 0.06890968516332667 0.1099264917363561 0.1344189202062319
0.5266870220079852 -1.565721883001705 -1.521975145819794 -0.03838038998470929 0.07863236330281166 0.1100195388442593
0.4789854720807925 -1.711665441631513 -0.4460855274350386 -0.09641244829803543 -0.2049272376939945 -0.001552252978559609
0.4663810983939487 -1.656999273468803 0.5960627402280954 -0.06010863119645134 -0.04794545408927315 0.1029795806073831
0.5031210280824499 -1.606639390595445 1.616964182955519 -0.1062539585339699 0.02147819215416761 0.1720571580628739
0.5450170027235702 -0.4560078184186433 -1.520009429553528 0.0375189622361848 0.1074842493104674 0.1398044060055993
0.6161580949544445 -0.7208063109439895 -0.5031653090839534 0.2119415310829417 -0.0962572356981958 0.1657698272854226
0.4771796161785187 -0.5917005547074967 0.665520349262486 0.05069041135401706 -0.1434211423894531 0.1030992718963604
0.6048553224201697 -0.5225473661404659 1.695714503171845 0.02615646143575584 -0.09001717410867692 0.03839496507797139
0.3697174099569359 0.6043998979662705 -1.688846814669614 -0.2250655809147969 0.002266609329556158 -0.2614796631086436
0.5020699533410352 0.3267217829454348 -0.6315619212620159 0.0842556839829169 -0.203571425541048 -0.1456101648762761
0.543516344998457 0.4601972945722612 0.3608234339282377 -0.08254714676843142 -0.06094341968709698 -0.1091861899874568
0.540131587347874 0.5225223564395018 1.437766845766585 -0.03260950885106749 -0.007954260476073999 -0.1488749297927812
0.5252648437669966 1.650062081161134 -1.721962027516976 0.1637511624764162 0.1104722801369187 -0.1884106822241736
0.5086044453503544 1.463400355023463 -0.6738359269984672 0.02230077749720408 -0.3173834942634221 -0.2717498371219756
0.616577807712685 1.508514455112995 0.4010321321487049 0.1468142633038635 -0.118419206734965 -0.1266944579495189
0.575281389422954 1.54146920452226 1.430773948060633 0.1083911801681171 0.0156922916882792 -0.1699778646287293
1.57144485776851 -1.534913875787001 -1.533838282286307 0.02159853714186173 -0.07188193024046782 0.01749321313573785
1.509448181775354 -1.523750412241604 -0.5363253079887342 -0.05634668947748482 0.05711784430761033 -0.05817339924243187
1.533535828747843 -1.518565462319634 0.5623175388221617 0.08209006833220209 0.2835117253972581 0.1704028177925063
1.531260484461519 -1.720012337256871 1.633958620351947 -0.1422237700004842 -0.130377122781011 0.01139779030928088
1.662819372761163 -0.503901434678571 -1.61435865644686 0.006703174768867316 0.004339587836584289 -0.005968489729471034
1.727675775994919 -0.5123160690896413 -0.5644057029155569 0.07073836306586673 -0.0348290250204023 -0.06774816842960921
1.521075782653362 -0.4664921735033495 0.5186838557892424 -0.009263745288499362 0.1179890925111886 -0.01980134876557324
1.655453760590933 -0.6708608267089348 1.553559900095545 0.07584116262343536 -0.2217141896766764 -0.1221845583394405
1.415505287022525 0.4543182809278548 -1.412949967626328 -0.2032628393057911 0.003673570941843791 0.148643159486127
1.578925318312899 0.5493171913949694 -0.3959400466293845 -0.1290639562673475 0.07808200347417395 -0.005336151285439479
1.564072379658228 0.6665930139082935 0.5907587841025596 -0.003638413913227108 -0.06260193126840248 0.2011329052654697
1.602670654868858 0.3971352391723307 1.621470380001488 0.05906247675537592 -0.1780087739270025 0.2505290697414347
1.703256052635713 1.465609584649146 -1.604984590927405 0.04235979984728894 -0.03887435736864245 -0.1046816780419484
1.579187191122601 1.604078839507669 -0.5011884141394735 -0.1619916315442927 0.037115338662599 0.1188592955610982
1.597049055764487 1.647525042694799 0.5442104362349776 -0.02157739797945314 0.1902781283023864 -0.0333390866781919
1.618085169244855 1.455076882584277 1.616894391386218 0.08094574338891716 -0.212557829900748 0.0532464755847854
